VENDEDOR	CLIENTE	ROTULO	DESCRICAO	OP	COD.CAPACIDADE	CAPACIDADE	DATA ENTRADA	DATA PREPARACAO	DATA LITOGRAFIA	DATA MONSTAGEM	DATA ENTREGA	QUANTIDADE PEDIDO	QTDE FOLHAS	QTDE POR FOLHA	VERNIZ.INT 01	VERNIZ.INT 02	ESMALTE	REVESTIMENTO	VERNIZ.ACABAMENTO	PREPARACAO	1a.COR	2a.COR	3a.COR	4a.COR	5a.COR	LITOGRAFIA	FECHAMENTO
SANDRA REGINA DA SILVA	INDUSTRIA  QUIMICA  UNA LTDA	018.0188.01.0	18L (H)- UNA XADREZ	1112012	18	18 L.	18/06/2012	19/06/2012	23/06/2012	24/06/2012	26/06/2012	2520	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRATA UNA	VERMELHO LINOVA	AZUL UNA	AMARELO LIMÃO			Ø57	
SANDRA REGINA DA SILVA	INDUSTRIA  QUIMICA  UNA LTDA	018.0188.01.0	18L (H)- UNA XADREZ	1122012	18	18 L.	18/06/2012	04/07/2012	08/07/2012	09/07/2012	11/07/2012	2520	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRATA UNA	VERMELHO LINOVA	AZUL UNA	AMARELO LIMÃO			Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0079.01.0	DESATIVADO  18L (H)- BIQ BERTONCINI COLA EM022	1132012	18	18 L.	18/06/2012	12/06/2012	16/06/2012	17/06/2012	19/06/2012	3000	0	0			ESMALTE BRANCO BIQ	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO					Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.01.0	18L (H)- EM101 FORMICA  ADESIVO DE CONTATO 	1142012	18	18 L.	18/06/2012	12/06/2012	16/06/2012	17/06/2012	19/06/2012	3000	0	0			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL EUROPA	VERMELHO LINOVA				Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.01.0	18L (H)- EM101 FORMICA  ADESIVO DE CONTATO 	1152012	18	18 L.	19/06/2012	13/06/2012	17/06/2012	18/06/2012	20/06/2012	3000	0	0			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL EUROPA	VERMELHO LINOVA				Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.01.0	18L (H)- EM101 FORMICA  ADESIVO DE CONTATO 	1162012	18	18 L.	19/06/2012	14/06/2012	18/06/2012	19/06/2012	21/06/2012	3000	0	0			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL EUROPA	VERMELHO LINOVA				Ø57	
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	018.0609.01.1	18L (H)- AMAZONAS COM VZ INT	1192012	18	18 L.	20/06/2012	13/06/2012	17/06/2012	18/06/2012	20/06/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERDE ESC.AMAZONAS	AZUL AMAZONAS	VERMELHO LINOVA		Ø57	
ELENICE MARTIRE	AEROJET BRASILEIRA DE FIBERGLASS LTDA	018.0294.00.0	DESATIVADO LATA 18L (H) NATURAL S/VZ	1202012	18	18 L.	20/06/2012	18/06/2012	22/06/2012	23/06/2012	25/06/2012	600	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM								Ø57	
CLAUDIO FRANCO DA ROCHA	INDUSPOL IND.E COM.DE POLIMEROS LTDA	018.0294.00.0	DESATIVADO LATA 18L (H) NATURAL S/VZ	1212012	18	18 L.	20/06/2012	14/06/2012	18/06/2012	19/06/2012	21/06/2012	600	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM								Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.01.1	18L (H)- SOLVENTEX  INDUSTRIAL (AZUL)  	1222012	18	18 L.	20/06/2012	18/06/2012	22/06/2012	23/06/2012	25/06/2012	540	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO	AZUL INDUSTRIAL NOVO	VERMELHO LINOVA	PRETO			Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.02.1	18L (H)- SOLVENTEX  ZARCOTEX (MARROM)	1232012	18	18 L.	20/06/2012	18/06/2012	22/06/2012	23/06/2012	25/06/2012	720	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		BORDO  PREPARADO	VERMELHO LINOVA	MARROM ZARCOTEX	PRETO	OURO PREPARADO		Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.06.0	18L (H)- SOLVENTEX  PRIMERTEX (CINZA)	1242012	18	18 L.	20/06/2012	18/06/2012	22/06/2012	23/06/2012	25/06/2012	1080	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		CINZA PRIMERTEX	VERMELHO LINOVA	PRETO				Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.08.1	18L (H)- SOLVENTEX  (AMARELA)  	1252012	18	18 L.	20/06/2012	18/06/2012	22/06/2012	23/06/2012	25/06/2012	360	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	OURO PREPARADO	AZUL TOZAN	AMARELO MEDIO			Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.31.1	18L (H)- SOLVENTEX  PRIMER  ACABAMENTO CINZA	1262012	18	18 L.	20/06/2012	18/06/2012	22/06/2012	23/06/2012	25/06/2012	540	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL ESCALA	VERMELHO LINOVA	PRETO	CINZA GRAFITEX			Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.33.0	18L (H)- SOLVENTEX   ZARCOTEX  (LARANJA)	1272012	18	18 L.	20/06/2012	18/06/2012	22/06/2012	23/06/2012	25/06/2012	540	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	LARANJA RILAPLAST				Ø57	
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	018.0609.02.6	18L (H)- AMAZONAS SEM VZ INT	1282012	18	18 L.	21/06/2012	15/06/2012	19/06/2012	20/06/2012	22/06/2012	1500	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERMELHO LINOVA	AZUL AMAZONAS	VERDE ESC.AMAZONAS		Ø57	
SANDRA REGINA DA SILVA	PIROSOL PRODS. QUIMICOS LTDA	018.0201.02.2	18L (H)- PIROSOL   A 200 USO PROFIS.	1292012	18	18 L.	21/06/2012	27/06/2012	01/07/2012	02/07/2012	04/07/2012	2000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	VERDE AUDI	VERDE 355 PROCESSO	AZUL DURAMAR			Ø42	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0079.01.0	DESATIVADO  18L (H)- BIQ BERTONCINI COLA EM022	1302012	18	18 L.	21/06/2012	14/06/2012	18/06/2012	19/06/2012	21/06/2012	3000	0	0			ESMALTE BRANCO BIQ	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO					Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.01.0	18L (H)- EM101 FORMICA  ADESIVO DE CONTATO 	1312012	18	18 L.	21/06/2012	14/06/2012	18/06/2012	19/06/2012	21/06/2012	3000	0	0			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL EUROPA	VERMELHO LINOVA				Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.04.0	18L (H)- EM141 FORMICA  G-MAD ADESIVO DE  CONTATO	1322012	18	18 L.	21/06/2012	14/06/2012	18/06/2012	19/06/2012	21/06/2012	1500	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL EUROPA	LARANJA RILAPLAST	VERDE PREPARADO	VERMELHO LINOVA		Ø57	
DALTON	PETROVILLA QUIMICA LTDA	018.0535.01.0	18L (H)- PETROVILLA  THINNER 	1332012	18	18 L.	21/06/2012	15/06/2012	19/06/2012	20/06/2012	22/06/2012	1500	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRATA UNA	VERMELHO LINOVA	AZUL DURAMAR	PRETO			Ø42	
DALTON	ARTECOLA INDUSTRIAS QUIMICAS LTDA  BA	018.0661.01.3	18L (H)- ARTECOLA  ADES .DE CONT.AFIX  EXTRA 14KG	1342012	18	18 L.	22/06/2012	16/06/2012	20/06/2012	21/06/2012	23/06/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	VERMELHO PREPARADO	CINZA PREPARADO	VERDE PREPARADO	PRETO		Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0079.01.0	DESATIVADO  18L (H)- BIQ BERTONCINI COLA EM022	1352012	18	18 L.	22/06/2012	16/06/2012	20/06/2012	21/06/2012	23/06/2012	3000	0	0			ESMALTE BRANCO BIQ	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO					Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.01.0	18L (H)- EM101 FORMICA  ADESIVO DE CONTATO 	1362012	18	18 L.	22/06/2012	15/06/2012	19/06/2012	20/06/2012	22/06/2012	3000	0	0			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL EUROPA	VERMELHO LINOVA				Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.01.0	18L (H)- EM101 FORMICA  ADESIVO DE CONTATO 	1372012	18	18 L.	22/06/2012	16/06/2012	20/06/2012	21/06/2012	23/06/2012	3000	0	0			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL EUROPA	VERMELHO LINOVA				Ø57	
SANDRA REGINA DA SILVA	INDUSTRIA  QUIMICA  UNA LTDA	018.0188.05.0	18L (H)- UNA UNA UNA COLA	1382012	18	18 L.	22/06/2012	18/06/2012	22/06/2012	23/06/2012	25/06/2012	2520	0	0	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VZ INTERNO	ACABAMENTO COMUM		AZUL UNA	VERMELHO LINOVA	AMARELO LIMÃO				Ø57	
CLAUDIO FRANCO DA ROCHA	STARDUR TINTAS ESPECIAIS LTDA	018.0824.01.1	18L (H)- STARCAR COMPLEM.  AUTOMO.	1392012	18	18 L.	22/06/2012	15/06/2012	19/06/2012	20/06/2012	22/06/2012	1260	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL TOZAN	BRANCO BRILTINTAS	OURO STARCAR	PRETO		Ø57	
CLAUDIO FRANCO DA ROCHA	STARDUR TINTAS ESPECIAIS LTDA	018.0824.04.1	18L (H)- STARPREMIUM GLOBAL SYSTEM	1402012	18	18 L.	22/06/2012	15/06/2012	19/06/2012	20/06/2012	22/06/2012	1260	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO	BRANCO OPACO 2ªPASS	PRATA LUXO	PRETO	VERMELHO LINOVA		Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.01.0	18L (H)- EM101 FORMICA  ADESIVO DE CONTATO 	1412012	18	18 L.	26/06/2012	18/06/2012	22/06/2012	23/06/2012	25/06/2012	3000	0	0			ESM.BRANCO FORMICA	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL EUROPA	VERMELHO LINOVA				Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0430.05.1	18L (H)- FORMICA  WONDER BOND COLA DE CONT. 14KG	1422012	18	18 L.	26/06/2012	18/06/2012	22/06/2012	23/06/2012	25/06/2012	2000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	VERDE PREPARADO	LARANJA DENVER	AZUL PREPARADO			Ø57	
LUCIANA	IND. QUIMICAS IRAJA LTDA	018.0162.21.0	18L (H)- IRAJA  SOLVENTES  USO  PROFIS.	1432012	18	18 L.	26/06/2012	21/06/2012	25/06/2012	26/06/2012	28/06/2012	500	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	AZUL EUROPA	AZUL TOZAN			Ø57	
LUCIANA	IND. QUIMICAS IRAJA LTDA	018.0162.21.0	18L (H)- IRAJA  SOLVENTES  USO  PROFIS.	1442012	18	18 L.	26/06/2012	08/07/2012	12/07/2012	13/07/2012	15/07/2012	500	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	AZUL EUROPA	AZUL TOZAN			Ø57	
CLAUDIO FRANCO DA ROCHA	STARDUR TINTAS ESPECIAIS LTDA	018.0824.04.1	18L (H)- STARPREMIUM GLOBAL SYSTEM	1452012	18	18 L.	26/06/2012	03/07/2012	07/07/2012	08/07/2012	10/07/2012	1260	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO	BRANCO OPACO 2ªPASS	PRATA LUXO	PRETO	VERMELHO LINOVA		Ø57	
CLAUDIO FRANCO DA ROCHA	STARDUR TINTAS ESPECIAIS LTDA	018.0824.05.0	18L (H)- STARCAR	1462012	18	18 L.	26/06/2012	03/07/2012	07/07/2012	08/07/2012	10/07/2012	1260	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL TOZAN	BRANCO BRILTINTAS	VERMELHO P-185C	OURO STARCAR		Ø57	
ROGERIO BARRETTO MARTINS	NATRIELLI QUIMICA LTDA	018.0167.07.1	18L (H)- NATRIELLI  AGUA RAZ	1472012	18	18 L.	26/06/2012	19/06/2012	23/06/2012	24/06/2012	26/06/2012	5000	0	0			ESM. AMARELO NATRIELLI	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERMELHO LINOVA					Ø42	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.01.1	18L (H)- SOLVENTEX  INDUSTRIAL (AZUL)  	1482012	18	18 L.	26/06/2012	21/06/2012	25/06/2012	26/06/2012	28/06/2012	1440	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO	AZUL INDUSTRIAL NOVO	VERMELHO LINOVA	PRETO			Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.02.1	18L (H)- SOLVENTEX  ZARCOTEX (MARROM)	1492012	18	18 L.	26/06/2012	21/06/2012	25/06/2012	26/06/2012	28/06/2012	4320	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		BORDO  PREPARADO	VERMELHO LINOVA	MARROM ZARCOTEX	PRETO	OURO PREPARADO		Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.04.1	18L (H)- SOLVENTEX  ZINCOTEX (VERDE)	1502012	18	18 L.	26/06/2012	21/06/2012	25/06/2012	26/06/2012	28/06/2012	2160	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	VERDE ZINCOTEX				Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.06.0	18L (H)- SOLVENTEX  PRIMERTEX (CINZA)	1512012	18	18 L.	26/06/2012	21/06/2012	25/06/2012	26/06/2012	28/06/2012	7560	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		CINZA PRIMERTEX	VERMELHO LINOVA	PRETO				Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.08.1	18L (H)- SOLVENTEX  (AMARELA)  	1522012	18	18 L.	26/06/2012	21/06/2012	25/06/2012	26/06/2012	28/06/2012	2340	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	OURO PREPARADO	AZUL TOZAN	AMARELO MEDIO			Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.10.1	18L (H)- SOLVENTEX  GRAFITEX	1532012	18	18 L.	26/06/2012	21/06/2012	25/06/2012	26/06/2012	28/06/2012	720	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		CINZA GRAFITEX	VERMELHO LINOVA	PRETO				Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.11.1	18L (H)- SOLVENTEX  THINNER USO PROFIS.	1542012	18	18 L.	26/06/2012	21/06/2012	25/06/2012	26/06/2012	28/06/2012	3600	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	VERDE SOLVENTEX	AZUL EUROPA			Ø42	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.33.0	18L (H)- SOLVENTEX   ZARCOTEX  (LARANJA)	1552012	18	18 L.	26/06/2012	21/06/2012	25/06/2012	26/06/2012	28/06/2012	1260	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	LARANJA RILAPLAST				Ø57	
ROGERIO BARRETTO MARTINS	NATRIELLI QUIMICA LTDA	018.0167.05.2	18L (H)- NATRIELLI  THINNER 	1562012	18	18 L.	26/06/2012	19/06/2012	23/06/2012	24/06/2012	26/06/2012	10000	0	0			ESM. AMARELO NATRIELLI	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	PRETO	BRANCO OPACO	AZUL DURAMAR			Ø42	
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	018.0609.01.1	18L (H)- AMAZONAS COM VZ INT	1572012	18	18 L.	26/06/2012	21/06/2012	25/06/2012	26/06/2012	28/06/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERDE ESC.AMAZONAS	AZUL AMAZONAS	VERMELHO LINOVA		Ø57	
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	018.0609.02.6	18L (H)- AMAZONAS SEM VZ INT	1582012	18	18 L.	26/06/2012	20/06/2012	24/06/2012	25/06/2012	27/06/2012	3000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERMELHO LINOVA	AZUL AMAZONAS	VERDE ESC.AMAZONAS		Ø57	
ANGELA QUIRINO	ACEBRAS ACETATOS DO BRASIL LTDA	018.0002.01.0	18L (H)-  ACEBRAS Ø57	1592012	18	18 L.	27/06/2012	29/06/2012	03/07/2012	04/07/2012	06/07/2012	1000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	BRANCO OPACO	PRETO	AMARELO LIMÃO	VERMELHO LINOVA		Ø57	
ANGELA QUIRINO	ACEBRAS ACETATOS DO BRASIL LTDA	018.0002.01.0	18L (H)-  ACEBRAS Ø57	1602012	18	18 L.	27/06/2012	06/07/2012	10/07/2012	11/07/2012	13/07/2012	1000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	BRANCO OPACO	PRETO	AMARELO LIMÃO	VERMELHO LINOVA		Ø57	
ANGELA QUIRINO	ACEBRAS ACETATOS DO BRASIL LTDA	018.0002.01.0	18L (H)-  ACEBRAS Ø57	1612012	18	18 L.	27/06/2012	13/07/2012	17/07/2012	18/07/2012	20/07/2012	1000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	BRANCO OPACO	PRETO	AMARELO LIMÃO	VERMELHO LINOVA		Ø57	
ANGELA QUIRINO	ACEBRAS ACETATOS DO BRASIL LTDA	018.0002.01.0	18L (H)-  ACEBRAS Ø57	1622012	18	18 L.	27/06/2012	20/07/2012	24/07/2012	25/07/2012	27/07/2012	1000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	BRANCO OPACO	PRETO	AMARELO LIMÃO	VERMELHO LINOVA		Ø57	
ANGELA QUIRINO	QUIMICA NACIONAL QUIMIONAL LTDA	018.0940.01.0	DESATIVADO LATA 18L (H) CHAPADO BRANCO	1632012	18	18 L.	27/06/2012	22/06/2012	26/06/2012	27/06/2012	29/06/2012	600	0	0			ESM.BRANCO COMUM	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO						Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.26.1	18L (H)- SOLVENTEX  ZINCOTEX PREMIUM	1642012	18	18 L.	27/06/2012	25/06/2012	29/06/2012	30/06/2012	02/07/2012	180	0	0			ESM.AMARELO PADRÃO	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	VERDE ZINCOTEX	PRETO	AMARELO BANDEIRA	BRANCO OPACO		Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.30.0	18L (H)- SOLVENTEX  GALVANITEX	1652012	18	18 L.	27/06/2012	25/06/2012	29/06/2012	30/06/2012	02/07/2012	180	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	BRANCO OPACO 2ªPASS	BRANCO OPACO	VERMELHO LINOVA			Ø57	
CLAUDIO FRANCO DA ROCHA	SOLVENTEX IND. QUIM. LTDA	018.0291.31.1	18L (H)- SOLVENTEX  PRIMER  ACABAMENTO CINZA	1662012	18	18 L.	27/06/2012	25/06/2012	29/06/2012	30/06/2012	02/07/2012	180	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL ESCALA	VERMELHO LINOVA	PRETO	CINZA GRAFITEX			Ø57	
DALTON	ARTECOLA INDÚSTRIAS QUÍMICAS LTDA  RS	018.0661.01.3	18L (H)- ARTECOLA  ADES .DE CONT.AFIX  EXTRA 14KG	1672012	18	18 L.	29/06/2012	23/06/2012	27/06/2012	28/06/2012	30/06/2012	3000	0	0	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	VERMELHO PREPARADO	CINZA PREPARADO	VERDE PREPARADO	PRETO		Ø57	
DALTON	GEKAR IND. QUÍMICA LTDA	018.0111.09.0	18L (H)- GEKAR THINNER COMUM GK90	1682012	18	18 L.	27/06/2012	21/06/2012	25/06/2012	26/06/2012	28/06/2012	2000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	AZUL DURAMAR	AZUL PREPARADO	VERMELHO LINOVA			Ø42	
DALTON	GEKAR IND. QUÍMICA LTDA	018.0111.10.0	18L (H)- GEKAR THINNER ACABAM.GK100 (DESATIVAR)	1692012	18	18 L.	27/06/2012	21/06/2012	25/06/2012	26/06/2012	28/06/2012	2000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	AZUL DURAMAR	AZUL PREPARADO	PRETO			Ø42	
CLAUDIO FRANCO DA ROCHA	MASSA PLASTICA CARIACICA LTDA. ME	018.1194.05.0	18L (H)- CARFORT  THINNER  ACABAMENTO C-700	1702012	18	18 L.	27/06/2012	20/06/2012	24/06/2012	25/06/2012	27/06/2012	360	0	0				COM VZ INTERNO	ACABAMENTO COMUM		LARANJA RILAPLAST	CREME PREPARADO	AZUL EUROPA	MARROM P-4975C			Ø57	
DALTON	AMAZONAS PROD.PARA CALÇADOS LTDA-PB	018.0609.02.6	18L (H)- AMAZONAS SEM VZ INT	1712012	18	18 L.	29/06/2012	23/06/2012	27/06/2012	28/06/2012	30/06/2012	3000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERMELHO LINOVA	AZUL AMAZONAS	VERDE ESC.AMAZONAS		Ø57	
DALTON	AMAZONAS PROD.PARA CALÇADOS LTDA-BA	018.0609.01.1	18L (H)- AMAZONAS COM VZ INT	1722012	18	18 L.	29/06/2012	23/06/2012	27/06/2012	28/06/2012	30/06/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERDE ESC.AMAZONAS	AZUL AMAZONAS	VERMELHO LINOVA		Ø57	
DALTON	KILLING BAHIA TINTAS E ADESIVOS LTDA.	018.1233.01.0	18L (H)- KILLING KISAFIX  USO PROFIS. C/VZ	1732012	18	18 L.	29/06/2012	25/06/2012	29/06/2012	30/06/2012	02/07/2012	1500	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	AZUL PREPARADO	VERMELHO PREPARADO	BRANCO OPACO			Ø57	
CLAUDIO FRANCO DA ROCHA	SKYLACK TINTAS E VERNIZES LTDA	018.0537.03.0	18L (H)- SKYLACK COMPLEM. AUTOMO.	1742012	18	18 L.	02/07/2012	01/08/2012	05/08/2012	06/08/2012	08/08/2012	2100	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO RETICULADO	MAGENTA BERTONCINI	OURO VIWACRIL	VERMELHO LINOVA	BRANCO OPACO		Ø57	
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	018.0609.02.6	18L (H)- AMAZONAS SEM VZ INT	1752012	18	18 L.	02/07/2012	25/06/2012	29/06/2012	30/06/2012	02/07/2012	3000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERMELHO LINOVA	AZUL AMAZONAS	VERDE ESC.AMAZONAS		Ø57	
DALTON	KILLING S/A  TINTAS E ADESIVOS	018.1233.01.0	18L (H)- KILLING KISAFIX  USO PROFIS. C/VZ	1762012	18	18 L.	02/07/2012	25/06/2012	29/06/2012	30/06/2012	02/07/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		OURO VIWACRIL	AZUL PREPARADO	VERMELHO PREPARADO	BRANCO OPACO			Ø57	
DALTON	AMAZONAS PROD. PARA CALÇADOS LTDA - SP	018.0609.01.1	18L (H)- AMAZONAS COM VZ INT	1772012	18	18 L.	02/07/2012	25/06/2012	29/06/2012	30/06/2012	02/07/2012	3000	0	0	EPOXI FENOLICO			COM VZ INTERNO	ACABAMENTO COMUM		PRETO	VERDE CLARO AMAZONAS	VERDE ESC.AMAZONAS	AZUL AMAZONAS	VERMELHO LINOVA		Ø57	
DALTON	FORMILINE IND. DE LAMINADOS LTDA	018.0079.01.0	DESATIVADO  18L (H)- BIQ BERTONCINI COLA EM022	1782012	18	18 L.	02/07/2012	25/06/2012	29/06/2012	30/06/2012	02/07/2012	1500	0	0			ESMALTE BRANCO BIQ	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL PREPARADO	VERMELHO PREPARADO					Ø57	
